client_id,gendr,clnt_age,logons_6_mnth,clnt_tenure_yr,clnt_tenure_mnth,num_accts,bal,calls_6_mnth
555,U,29.5,6,3,46,2,25454.66,2
647,M,57.5,4,12,151,2,30525.8,0
934,F,51.0,3,9,109,2,32522.88,0
1028,M,36.0,4,12,145,3,103520.22,1
1104,U,48.0,9,5,66,3,154643.94,6
1186,U,22.0,3,8,99,2,31662.52,0
1195,M,54.5,5,21,262,2,28457.96,2
1197,U,28.5,8,7,85,5,177062.14,5
1336,M,42.0,9,48,576,4,130537.18,6
1346,F,46.0,6,14,177,2,822512.91,3
1368,F,45.0,9,5,60,3,61956.25,6
1516,F,58.5,8,12,150,2,25408.39,5
1643,M,55.0,3,19,229,2,81731.39,0
1702,U,62.5,8,21,260,3,1769255.99,5
1755,M,46.5,3,9,110,2,179775.21999999997,0
1836,M,51.5,7,13,157,2,826232.62,4
1936,M,26.5,9,5,63,2,52447.9,6
2439,M,56.0,3,11,142,2,504142.55,0
2581,M,22.0,4,4,58,2,24976.79,1
2720,M,25.0,9,9,117,3,81536.0,6
3232,F,52.0,6,9,116,2,45617.96,3
3572,M,54.5,3,15,189,2,84673.58,0
3647,F,63.0,7,15,190,2,154244.15,4
3743,U,30.0,6,6,75,3,48262.21,3
4369,F,70.5,3,14,172,2,191263.96,0
4484,M,48.5,5,16,199,2,51499.77,2
4603,F,38.5,9,12,154,2,48726.26,6
4717,U,58.0,9,7,86,2,1739571.5499999998,6
4870,M,26.5,9,21,253,3,89408.8,6
5354,U,50.5,5,4,58,2,62282.38,2
5845,F,76.0,5,23,280,2,213906.62,2
6022,U,30.0,9,7,92,2,36485.55,6
6150,F,67.0,6,27,329,2,199928.94,2
6642,M,35.5,3,12,149,2,34987.23,0
6904,M,64.5,9,12,155,2,348285.51,6
6977,U,53.0,3,4,57,2,26011.36,0
6985,U,61.5,9,7,89,3,84975.6,6
7020,F,41.5,5,16,195,2,63648.09,2
7561,M,33.0,9,11,141,2,35070.619999999995,6
7563,M,29.5,9,8,106,3,186719.52,6
7567,F,33.0,5,21,252,2,27165.99,1
7657,M,41.5,5,18,218,2,55643.37,2
7723,M,54.5,8,30,364,4,571316.8,5
7934,F,44.0,9,20,241,2,126480.9,6
8023,F,50.0,6,21,257,2,34676.55,3
8039,U,58.0,9,18,226,2,79960.0,6
8055,M,55.5,8,22,269,2,710672.04,5
8101,M,70.5,9,11,143,2,257863.03,6
8124,M,42.0,8,14,170,2,61022.23,5
8610,U,27.0,3,8,99,2,36626.55,0
8712,U,38.0,4,9,108,2,84995.78,1
8820,U,25.5,5,4,56,2,44159.49,2
9229,M,42.0,9,8,105,2,78242.15,6
9751,M,36.0,7,5,63,2,30597.08,4
9767,M,34.0,4,6,75,2,29523.54,1
9845,F,25.0,3,5,60,2,31196.85,0
9916,M,40.5,7,17,211,2,162968.55,4
10344,M,82.0,6,17,205,2,94009.47,3
10363,U,26.0,9,6,73,3,81518.45999999999,6
11040,U,31.5,9,5,69,3,50531.17999999999,6
11054,M,60.0,5,4,56,2,208185.54,2
11070,M,53.5,9,14,171,3,255988.05,6
11122,M,40.5,5,16,194,2,31193.51,2
11309,F,46.5,8,10,126,3,647166.9600000001,5
11880,U,27.0,9,5,71,2,61355.21,6
12045,F,37.0,5,12,154,2,140704.74,2
12785,F,51.5,5,15,190,2,82425.54999999999,2
13009,U,63.5,4,10,121,2,71534.88,1
13735,M,27.5,8,11,143,2,119530.99,5
13831,F,42.0,9,16,194,3,241208.2,6
14690,M,43.0,8,6,83,3,205881.18,5
14775,F,28.0,8,15,191,4,150775.9,5
15050,F,52.5,9,26,321,3,65688.56,6
15189,U,19.5,4,5,66,3,52505.2,1
15753,M,58.0,6,6,75,2,59565.0,3
15807,F,27.0,6,4,55,2,59259.9,3
16095,U,30.0,4,6,76,2,81652.98,1
16098,U,36.5,5,6,72,3,58643.48,2
16135,F,63.5,6,14,170,2,173616.2,3
16202,U,36.0,4,7,94,2,32984.48,1
16295,F,55.0,5,23,281,2,77984.93,2
16549,F,55.5,7,24,294,3,314799.02,4
16679,U,40.0,9,7,89,2,65987.79999999999,6
16744,F,62.0,4,18,224,2,117267.04,1
16747,F,31.5,4,13,166,2,64652.09,1
16881,U,55.0,9,5,70,3,72457.16,6
17008,M,55.5,4,25,304,2,27571.03,1
17036,U,34.5,6,5,65,3,49959.53,3
17160,F,53.5,9,14,169,3,140511.63,6
17170,M,63.0,6,15,189,2,83531.35,3
17318,M,69.0,3,16,195,2,51120.27,0
17404,U,37.5,6,5,70,2,45770.59,3
18549,M,43.0,7,22,264,3,55374.98,4
18660,M,45.0,5,18,222,2,98708.9,2
18973,M,54.0,4,13,160,4,353529.66,1
19060,M,55.0,3,9,117,2,70494.94,0
19613,U,26.0,7,7,84,2,69056.51999999999,4
19782,U,61.5,5,6,82,2,27840.35,2
19813,F,65.0,3,14,168,2,31462.06,0
19832,F,63.5,6,14,168,2,97291.64,3
20091,U,21.0,8,5,70,3,69958.08,5
20185,F,60.5,5,15,189,2,69992.51999999999,2
20537,F,74.5,9,9,109,2,72955.33,6
20564,M,55.5,6,10,124,6,1648443.6,3
20643,M,34.5,5,9,119,2,59487.79,2
20668,F,68.0,8,28,342,2,38528.21,5
20898,U,27.0,6,4,58,2,44859.81,3
21200,U,61.0,9,5,71,2,244443.18,6
21242,F,30.5,9,13,163,2,42414.56,6
21281,M,63.5,3,12,144,2,24221.12,0
21353,F,77.5,5,21,260,2,25418.25,2
21403,F,41.0,4,11,143,2,74353.32,1
21498,F,70.5,8,16,193,2,50672.1,5
21522,F,65.0,9,4,58,2,76748.89,6
21596,U,43.0,3,11,142,2,56511.63,0
21719,M,27.0,3,5,60,2,30765.88,0
21940,M,43.5,9,12,150,2,33031.88,6
21970,U,22.5,7,5,65,4,170906.62,4
22007,F,75.5,9,10,131,2,168540.65000000002,6
22793,M,55.0,4,16,193,2,219289.2,1
22885,F,32.0,9,5,70,3,149784.99,6
23276,M,67.5,6,13,158,2,183345.95,3
23864,M,47.5,5,16,196,2,192922.53,2
23914,U,25.0,7,7,91,2,30797.88,4
24079,F,30.0,9,10,125,2,183067.04,6
24443,M,49.0,9,10,122,2,331869.28,6
24572,F,23.5,6,6,72,2,52351.16,3
24703,F,30.5,9,5,63,3,30123.94,6
24710,F,49.0,7,21,259,3,499093.11,4
24841,M,70.5,9,14,178,2,122013.3,6
25022,U,26.5,6,8,98,2,75836.08,3
25026,M,62.5,9,10,123,2,49325.12,6
25043,F,59.5,9,25,310,2,101511.78,6
25766,F,33.5,3,15,181,2,70057.79000000001,0
26036,M,28.5,9,12,154,3,41695.78999999999,6
26070,M,24.0,5,10,124,2,42777.59,1
26105,U,33.0,3,5,65,2,80349.53,0
26211,F,41.5,3,15,181,2,175885.87,0
26286,F,71.0,6,12,149,2,27511.56,3
26696,M,59.0,8,29,352,4,548368.8,5
27021,M,34.5,9,9,114,3,94571.25,6
27075,M,53.5,4,20,250,2,252504.83,1
27241,U,34.5,9,8,101,5,645122.5,6
27554,M,36.0,6,16,194,2,88188.19,3
27764,U,23.0,4,4,58,2,30495.82,1
27907,U,52.5,3,4,59,2,29550.08,0
27988,F,60.0,9,28,345,3,303467.75,6
28241,M,48.5,8,6,80,3,421518.75,5
28371,M,34.5,9,11,139,3,307545.14,6
28542,M,55.0,3,16,195,3,392091.16,0
28705,F,53.0,9,15,190,2,24910.86,6
28845,M,33.5,4,12,144,2,129771.01,1
28857,M,52.0,6,14,178,2,104511.86,3
29227,F,69.5,4,15,189,3,73112.36,1
29527,F,51.5,3,10,129,2,48361.4,0
29595,U,37.0,6,5,68,2,46514.58,3
30318,U,54.5,7,4,59,3,91676.51,4
30462,M,66.0,6,15,190,2,235960.05,3
30493,F,49.5,3,15,184,2,169561.27000000002,0
31191,M,20.0,6,15,189,2,26368.84,3
31264,M,37.0,8,14,174,2,60888.18,5
31336,M,28.5,9,10,123,3,50968.89,6
31404,U,54.5,6,22,268,2,43254.15,3
31499,M,66.0,6,20,246,3,211432.85,3
31502,U,47.5,4,7,84,2,57208.46,1
31597,U,68.0,9,6,80,2,144290.56,6
31715,U,32.5,4,7,85,2,44980.67999999999,1
31766,F,19.0,6,14,176,2,26438.88,3
32197,M,42.5,4,15,183,2,36420.05,1
32305,F,69.0,5,7,95,2,239151.07,2
32471,F,57.0,5,12,154,2,36440.11,2
32521,F,57.5,6,14,174,2,71650.0,3
32746,F,40.5,6,14,171,2,63460.18,3
32859,U,66.0,4,4,48,2,36500.69,1
33190,F,44.0,8,14,171,2,108890.4,5
33265,U,42.5,9,18,219,3,499871.06,6
33463,U,33.5,5,4,59,2,41910.53999999999,2
33472,U,42.5,9,5,65,2,42918.45,6
33752,F,51.5,3,8,106,2,27416.12,0
34067,M,65.5,7,21,262,3,66801.59,4
34101,F,52.0,5,16,196,2,146810.53,2
34267,M,74.5,4,21,255,2,38494.91,1
34501,F,40.0,5,11,143,2,110211.33,2
34603,M,40.5,3,16,194,2,58331.59,0
34608,F,40.0,9,17,215,2,163981.37,6
34631,M,52.0,6,12,154,2,25427.2,3
35010,U,47.0,7,8,100,2,99482.03,4
35087,M,22.0,3,13,158,3,49199.85,0
35091,U,24.0,3,7,85,2,28881.02,0
35138,F,81.5,6,24,298,3,794375.0900000001,3
35181,M,48.5,4,15,190,2,24566.59,1
35257,U,32.5,5,7,85,2,60991.71,2
35346,U,32.5,6,7,88,3,57444.72,3
35417,F,26.5,6,19,230,2,73654.44,3
35476,M,31.0,9,20,250,2,86568.15,6
35922,U,44.5,7,4,58,2,65375.71,4
36109,M,71.5,9,21,257,4,68812.69,6
36342,M,49.5,4,18,224,2,474178.57,1
36363,U,30.0,9,6,82,2,67935.79000000001,6
36430,F,57.5,6,6,72,3,115992.74,3
36432,F,59.0,5,29,355,2,114138.71,2
36555,M,70.0,7,15,191,2,405169.15,4
36986,M,77.5,8,26,318,2,234612.34000000003,5
37064,U,32.5,9,5,60,2,31717.63,6
37295,U,31.5,6,7,90,2,57177.26,3
37408,U,46.5,3,6,82,2,35471.71,0
37423,U,48.5,9,17,209,2,66037.22,6
37667,F,32.0,6,10,122,2,79397.82,3
37691,M,30.0,3,20,245,3,27675.77,0
37705,U,24.5,5,7,90,3,52655.91,2
37897,F,61.5,9,13,156,4,207677.37,6
38275,U,57.0,3,5,70,2,27780.68,0
38283,U,55.5,9,7,87,2,120493.88,6
38340,U,38.5,5,6,78,2,55491.25,2
38551,M,64.5,7,20,248,2,169952.78999999998,4
38685,F,53.0,7,20,248,3,116735.94,4
38714,M,60.0,9,10,122,2,51584.55,6
38775,F,43.0,4,23,284,2,30499.53,1
38930,F,25.5,6,22,274,2,66409.57,3
38963,M,45.5,5,20,245,2,752084.8200000001,0
39004,M,48.0,9,19,228,2,54444.15,6
39075,F,62.5,5,14,177,2,226185.21,2
39566,M,32.5,6,8,106,3,41781.78999999999,3
39968,F,50.0,6,4,57,2,58599.55,3
40283,F,43.0,9,14,169,2,59625.44,6
40439,M,35.5,9,7,90,3,55092.57,6
40969,U,49.0,3,7,84,2,260217.2,0
41122,U,26.5,4,4,58,2,32267.32,1
41142,U,38.0,9,6,80,2,182599.59000000003,6
41199,M,54.5,7,6,73,2,377373.55,4
41237,U,49.0,5,5,66,2,27571.33,2
41516,F,55.0,5,8,106,2,139892.15,2
41652,U,55.0,3,7,86,2,32307.6,0
41924,M,52.0,9,21,253,3,46360.88,6
42082,F,36.0,3,16,194,2,47308.03,0
42296,M,81.0,5,28,339,2,55745.51,2
42349,U,23.5,6,17,205,2,36845.23,3
42725,U,23.5,3,4,50,2,40371.86,0
43494,F,62.0,6,22,269,2,119162.85,3
43645,F,81.5,3,15,191,2,171674.26,0
43766,M,44.0,3,11,140,2,29334.71,0
44060,U,44.5,5,5,64,2,142002.43,2
44216,M,44.0,9,16,196,2,79616.53,6
44705,M,55.0,4,15,189,2,56823.68,1
44860,U,31.5,5,4,57,2,59942.13,2
44932,M,30.0,6,12,151,3,177651.03999999998,3
44995,M,75.0,4,11,139,2,30987.82,1
45131,U,76.0,9,5,70,2,391280.54,6
45232,U,63.5,9,4,58,3,33799.5,6
45485,M,67.5,9,21,254,5,653676.8500000001,6
45510,U,31.5,9,7,84,2,32355.59,6
46223,M,67.0,8,9,109,2,136226.01,5
46790,U,34.0,9,5,66,2,44755.44,6
46934,F,36.0,4,14,173,2,35918.89,0
47402,U,27.0,9,7,92,2,45676.12,6
47571,U,25.5,6,5,68,2,61967.39,3
47860,F,37.0,4,11,138,2,170343.75,1
47933,F,49.5,4,13,156,2,95327.95,1
48241,M,58.0,9,21,262,2,51519.06,6
48424,M,42.0,8,23,276,3,240048.86,5
48431,F,54.5,7,12,150,2,82479.58,4
48448,M,67.5,5,8,105,2,53172.78999999999,2
48724,U,38.5,7,4,57,2,53276.8,4
49412,M,51.5,4,11,136,2,238126.92,1
49450,U,62.5,6,22,271,2,31843.88,3
49709,M,67.5,7,4,54,2,83722.73,4
49998,M,32.0,5,11,133,2,117055.89,2
50053,U,56.5,6,5,70,2,68551.89,3
50090,M,54.5,7,13,157,2,77163.57,4
50185,U,45.0,3,5,71,2,37936.41,0
50271,U,35.5,8,6,73,2,35740.369999999995,5
50325,F,61.5,7,15,181,2,54506.61,4
50599,M,36.0,5,11,143,2,44797.25,2
50643,F,53.0,7,11,142,2,145174.91,4
50692,U,54.0,8,5,62,2,54807.52,5
51493,F,23.0,6,8,106,2,32788.57,3
51526,M,44.0,5,26,319,2,310116.59,2
51706,M,23.0,9,6,73,4,140006.03999999998,6
51814,F,60.5,6,24,290,2,236352.06,3
51902,M,41.0,7,14,176,2,41382.42,4
52111,M,46.0,3,8,106,2,72348.72,0
52309,M,57.0,3,7,93,3,481383.77,0
52384,F,62.0,6,18,216,2,52521.28999999999,3
52456,U,55.5,8,5,66,2,312484.73,5
52461,F,46.0,4,12,152,2,118898.6,1
52743,U,54.5,4,6,82,2,41265.11,1
52765,U,26.5,4,8,98,2,28268.31,1
53094,U,29.5,3,7,84,2,58994.77,0
53123,M,54.5,9,23,277,3,67585.11,6
53126,U,37.5,4,6,73,2,74616.14,1
53169,F,44.0,9,11,141,2,91918.0,6
53396,M,50.5,5,21,254,2,287437.04,2
53990,M,66.0,7,9,119,2,39756.46,4
54231,F,53.5,3,14,168,2,1127349.9,0
54291,M,54.5,5,14,176,2,31387.6,2
54363,F,86.5,7,16,199,2,340181.99,4
54477,F,34.0,6,11,136,2,28455.07,3
54893,M,37.0,3,10,125,2,76744.57,0
55059,F,54.5,9,21,261,4,620683.92,6
55265,F,29.5,9,11,142,2,42724.7,6
55333,M,27.5,9,30,362,2,50613.02,6
55448,F,58.5,6,9,110,2,41450.38,3
55951,U,47.0,5,5,66,2,29768.49,2
56294,F,27.0,6,7,92,2,27489.64,3
56529,M,38.0,9,14,171,2,79617.16,6
56570,M,49.0,4,14,171,2,56741.95,1
56782,M,45.0,9,10,124,2,116019.67,6
56923,F,40.5,7,23,284,3,142006.44,4
58001,M,64.5,6,17,212,2,587219.4700000001,3
58194,F,45.5,8,9,113,2,196403.93,5
58196,U,45.5,9,7,86,2,59031.46,6
58456,U,61.0,8,15,183,2,33476.259999999995,5
58589,U,41.0,6,9,119,2,86738.88,3
58676,F,51.5,3,4,58,2,42749.84,0
58867,M,51.0,6,9,108,2,47514.76,3
58917,M,73.0,7,14,170,2,135903.59,4
58962,F,53.5,6,5,66,3,85123.89,3
59089,U,61.0,3,7,94,2,55961.32,0
59152,U,45.5,9,16,194,2,701946.64,6
59360,M,39.5,3,17,214,3,421044.15,0
59605,F,59.0,8,15,189,2,94987.66,5
59782,U,65.5,5,6,83,2,368237.57,2
59802,M,38.5,7,14,169,2,1791639.18,4
59860,F,52.0,6,8,106,2,99777.08,3
60101,U,43.5,9,6,72,2,33508.86,6
60483,M,52.5,4,43,516,2,25984.77,1
60802,F,55.0,9,32,391,3,476154.24,6
60958,M,24.0,9,5,70,3,54408.88,6
61007,F,53.0,4,16,202,2,108504.65,1
61487,F,26.5,3,12,150,2,49454.26,0
61650,M,50.0,3,10,123,2,208429.91,0
61961,M,73.5,8,5,64,2,305284.58,5
62058,U,42.0,4,4,59,3,51675.66,1
62284,F,64.5,7,8,105,2,33332.71,4
62498,F,66.0,3,26,318,2,197498.28,0
62503,U,37.0,9,7,85,2,148326.71,6
62754,F,64.5,5,23,277,3,67201.89,2
62791,U,62.5,9,8,99,3,715929.37,6
62805,F,43.5,5,13,156,2,203808.83,2
62837,M,31.0,9,14,178,2,141890.14,6
63001,M,28.0,8,23,279,4,122948.27,5
63377,U,26.5,9,5,66,2,52217.12,6
63507,M,31.5,4,27,331,2,63604.99,1
63796,F,79.5,9,15,189,2,49159.28999999999,6
63879,F,36.5,6,15,191,2,242925.89,3
63955,M,19.0,9,14,173,2,69302.67,6
64020,F,46.5,3,15,189,2,30617.57,0
64058,M,62.5,9,26,313,2,378569.04,6
64635,M,70.0,8,28,337,3,51077.36,5
64871,M,47.0,5,15,182,2,59767.83,2
64885,F,61.0,4,17,205,2,174277.44,1
64964,F,64.5,3,28,343,2,309748.62,0
65221,F,51.5,5,13,156,2,158167.96000000002,2
65716,F,45.0,4,12,145,3,124943.26,1
65845,M,61.5,8,9,108,3,1404725.64,5
66160,U,24.5,6,5,66,3,141468.63,3
66169,M,45.5,5,14,174,2,36003.61,2
66539,M,31.5,3,21,260,2,30098.62,0
66543,F,65.0,7,22,272,2,49652.73,4
66930,U,63.0,5,5,71,2,89729.45999999999,1
67390,F,30.0,4,11,136,2,50085.64,1
67452,U,75.5,8,24,295,3,326951.92,5
67845,F,85.0,4,30,369,2,160364.63,0
67925,F,47.5,8,16,193,4,1169571.27,5
68116,F,35.0,3,4,59,2,50822.41,0
68170,F,60.0,3,24,288,2,140668.22,0
68276,M,59.5,9,19,238,3,140757.33000000002,6
68830,M,32.5,9,13,161,3,187433.08,6
68854,M,51.5,5,9,112,2,28772.33,2
68884,F,80.0,3,29,359,2,122636.58,0
68886,F,51.5,5,16,196,3,130556.28,2
68963,M,56.5,9,31,373,3,100637.5,6
69255,F,58.5,9,10,121,3,183269.84000000003,6
69568,F,26.0,3,11,142,2,74271.62,0
69591,F,28.0,6,21,255,2,64944.76,3
69598,F,58.0,6,8,106,2,27306.32,3
70225,F,33.5,6,10,124,2,98031.52,3
70576,F,43.0,9,22,264,3,84377.1,6
70863,F,85.0,9,12,144,2,157602.71000000002,6
71159,F,29.0,6,5,70,2,46432.42,3
71296,F,72.5,6,30,371,3,122614.26,3
71476,U,53.0,3,4,58,2,39344.13,0
71626,F,78.0,4,14,170,2,367258.8,1
72074,F,51.0,9,22,271,3,146135.76,6
72221,M,50.5,9,11,138,2,629755.24,6
72388,U,54.0,4,5,70,2,35943.57,1
72395,M,48.0,7,18,225,2,208866.05,4
72915,M,39.5,9,5,70,3,215694.63,6
72916,U,34.5,4,4,57,2,30046.66,1
72988,M,21.0,6,10,127,2,46803.96,3
73331,F,50.5,9,14,177,2,58785.07,6
73335,M,37.0,3,12,148,2,68041.32,0
73453,M,56.5,9,16,201,2,1194883.41,6
73615,M,41.0,3,10,129,2,59781.96,0
73648,M,53.5,6,14,169,4,990626.8,3
73910,M,27.5,4,10,123,2,47739.17,1
74169,U,35.5,9,4,57,4,56079.66,6
74564,U,58.0,5,4,56,2,69899.54999999999,2
74844,U,60.0,7,6,83,2,158375.89,3
74976,M,47.5,3,10,125,2,90911.5,0
75033,M,69.5,8,10,130,2,105037.11,5
75381,M,25.0,3,14,170,2,114364.65,0
75490,M,24.5,9,8,102,2,35407.89,6
75642,M,77.5,9,18,225,3,478108.05,6
76424,U,69.5,9,7,95,2,445627.21,6
76429,M,29.0,9,18,220,2,41369.28999999999,6
76481,U,62.5,5,6,81,2,808107.3500000001,2
76635,M,24.0,5,10,128,2,143740.8,2
76775,M,67.0,7,16,196,2,23853.6,4
76776,M,62.5,4,27,330,2,56115.88,1
77071,U,46.5,4,5,69,2,35284.29,1
77276,U,18.5,4,4,56,2,30116.53,1
77513,F,33.5,4,11,142,2,68765.19,1
77651,F,69.5,9,34,414,5,1666212.18,6
77933,U,39.5,6,5,65,2,97418.69,3
78720,U,32.0,5,5,65,2,36404.37,2
78728,U,34.0,7,6,76,3,49798.3,4
78779,F,64.0,9,14,179,2,50922.85,6
78917,M,68.0,7,24,296,2,341682.08,3
79127,F,64.5,9,27,331,2,484262.45,6
79229,F,42.0,5,15,182,2,62537.7,2
79452,F,45.5,4,10,124,2,25497.63,1
79571,F,53.0,7,10,122,2,228555.67,4
79669,M,61.0,9,15,189,2,441028.66,6
79679,F,57.5,6,14,168,2,35868.44,3
79819,M,42.0,7,14,178,2,1272087.54,4
79897,U,54.5,9,7,86,2,56925.81,6
80006,M,71.5,9,29,349,2,107857.11,6
80126,U,64.0,4,6,75,2,41674.77,1
80127,M,45.5,9,15,185,4,178829.02999999997,6
80241,F,65.0,7,13,157,2,33963.69,4
80275,M,62.5,5,21,253,2,418691.28,2
80479,M,64.5,7,20,245,2,29173.38,4
80559,F,51.5,4,15,181,3,44164.31,1
80801,M,36.0,9,13,162,2,62262.4,6
80915,M,48.0,9,9,112,2,71263.61,6
81102,M,58.5,9,34,408,3,135623.99,6
81119,U,31.0,6,4,56,2,39921.5,3
81303,M,54.5,9,8,107,2,80813.12,6
81601,U,32.5,8,4,57,3,116399.3,5
81720,F,67.5,8,10,131,3,57902.44,5
81816,U,51.0,3,8,102,2,40549.35,0
81976,F,52.5,3,24,289,2,274847.33,0
82206,F,49.5,7,24,288,3,181894.53,4
82376,M,32.0,9,11,142,2,36187.4,6
82560,F,63.0,7,21,258,2,45624.72,4
82566,M,74.5,5,12,148,2,25887.67,2
82712,F,59.0,5,22,272,3,255048.74,2
82723,U,35.0,6,4,58,2,77802.83,3
82772,U,46.5,3,6,73,2,77769.58,0
82869,U,27.5,4,8,101,2,32542.3,1
83158,F,54.5,3,16,196,2,65664.87,0
83447,M,48.5,9,17,214,2,190150.37,6
83507,U,25.5,4,8,97,2,27712.32,1
83585,U,33.5,9,5,60,3,69290.65,6
83683,U,31.0,9,5,68,2,62792.96,6
83795,F,71.5,9,15,188,2,206570.43,6
84108,U,60.0,7,6,80,2,269677.92,4
84464,U,41.5,4,8,97,2,30395.72,1
84480,F,58.5,5,12,154,2,36141.56,2
84596,F,44.0,9,21,253,2,45777.19,6
84624,U,46.5,4,20,243,2,86439.87,1
84658,M,41.0,9,4,53,2,85191.7,6
84976,U,38.5,9,6,76,2,73417.36,6
85097,M,65.0,7,11,137,3,657489.4,4
85286,M,22.0,5,25,301,2,25235.17,2
85515,F,75.0,4,28,342,2,45766.9,1
85793,U,63.5,6,6,82,2,62159.88,3
86035,F,54.5,3,22,271,3,125739.87,0
86499,U,21.5,5,5,69,2,36656.0,2
86616,U,30.5,9,5,60,2,38001.13,6
86699,M,27.5,5,23,286,2,32339.26,2
86780,M,61.0,3,30,370,2,30461.48,0
86877,U,28.0,4,4,58,2,40308.74,1
87162,M,63.5,9,26,317,3,2189968.42,6
87218,U,27.5,9,5,70,2,54924.77,6
87300,U,27.5,4,5,70,2,44234.56,1
87424,F,29.5,3,14,179,2,35989.0,0
87449,M,28.5,9,9,108,4,440089.83,6
87915,F,21.0,6,26,315,2,51162.44,3
88378,U,61.0,9,3,47,2,240872.67,6
88723,F,66.5,9,3,46,3,196777.77,5
88759,M,73.5,5,23,286,2,75154.45,2
88986,U,45.0,4,6,82,2,52646.41,1
89039,F,70.5,4,18,224,2,24093.76,1
89052,M,49.5,3,15,186,2,43000.55,0
89108,F,44.5,6,15,189,2,156971.33000000002,3
89116,M,23.5,7,18,219,2,115852.67,4
89257,U,49.0,3,7,90,2,30011.88,0
89604,U,32.5,9,6,77,4,103123.7,6
89645,F,32.0,5,12,145,2,101009.18,2
89693,M,35.5,8,11,142,3,84456.48,5
89812,M,49.0,8,16,200,2,32609.05,5
89959,F,38.5,7,10,120,2,101858.64,4
90324,F,45.0,3,14,174,2,165488.26,0
90360,F,32.5,9,12,148,2,79842.73,6
90383,F,22.0,3,21,258,2,29584.71,0
90596,F,48.0,8,4,55,2,325687.11,5
91110,U,69.5,6,5,68,2,25168.1,3
91254,M,32.5,7,11,132,2,100693.72,4
91443,U,35.5,7,13,165,2,30371.12,4
91633,F,66.5,6,13,161,2,215699.98,3
92066,F,38.5,6,16,202,2,50041.94,3
92137,U,24.5,7,6,73,3,63038.48,4
92665,U,35.0,8,5,70,3,87511.85,5
92808,U,47.0,3,5,71,2,54410.67,0
92864,U,28.0,3,4,58,2,29388.53,0
93127,U,44.0,7,8,97,2,63226.31,4
93137,M,67.5,6,27,328,3,255008.2,3
93370,M,34.0,8,13,157,3,94987.29,5
93480,F,65.0,9,25,300,2,234362.03,6
93610,M,58.5,7,9,118,2,52592.73,4
93751,U,65.0,8,7,84,2,51637.59,5
93870,F,67.5,6,24,288,3,447075.08,3
93915,U,53.5,5,5,70,2,50251.67,2
94012,F,71.0,8,16,197,3,1495486.24,5
94234,U,40.0,7,7,93,2,25821.77,4
94510,M,45.0,9,9,109,3,76675.48,6
94552,M,67.0,9,23,283,4,1516124.85,6
94662,F,50.0,6,9,111,2,35291.45,3
94767,U,31.0,3,6,79,3,34125.23,0
94778,U,64.5,7,8,101,2,173731.26,4
94914,M,84.0,7,21,253,2,54809.92999999999,4
95035,M,43.5,4,9,109,2,122439.85,1
95199,U,43.5,8,5,65,2,39415.49,5
95453,U,34.5,3,6,72,2,55480.7,0
96190,U,56.5,3,7,95,2,29765.61,0
96548,F,63.0,4,14,173,3,44508.44,1
96787,F,53.5,8,21,260,2,243856.44,5
96845,U,61.0,5,4,59,3,52771.42999999999,1
97147,M,55.0,9,15,190,2,287351.55,6
97170,M,38.0,7,16,202,2,28863.99,4
97322,U,35.0,5,5,69,2,31812.06,2
97424,U,26.5,9,8,97,2,82149.98,6
97590,F,57.5,9,20,241,3,144610.18,6
97723,M,27.5,7,15,186,2,87408.56,4
97966,M,40.0,5,9,109,2,46556.82,2
98248,U,60.0,9,6,83,2,262612.85,6
98337,U,59.5,9,4,58,2,33394.7,6
98860,U,29.0,6,8,103,2,27295.26,3
99149,F,35.5,9,12,150,2,87226.92,6
99208,M,47.5,4,17,208,2,24854.54,1
99811,F,38.5,9,13,167,2,127989.93,6
100118,M,34.0,6,10,126,2,93885.21,3
100250,F,73.5,6,15,184,2,116090.3,3
100503,M,21.0,9,8,106,3,52099.62,6
100888,U,40.5,6,7,92,2,224604.12,3
100940,U,47.0,9,15,190,2,178212.88,6
101143,M,68.0,7,9,112,2,56628.39,4
101220,U,72.0,5,6,82,2,96098.96,2
101246,M,59.0,8,6,75,3,315998.6,4
101818,F,46.5,7,13,158,2,41108.67999999999,4
102859,U,72.0,5,7,89,2,57714.95,2
102884,F,66.0,5,6,75,2,385418.25,2
103515,F,45.5,6,18,220,2,59792.4,1
103622,U,24.5,4,4,58,2,44031.67,1
103627,M,63.0,9,11,135,2,307115.78,6
103669,M,38.5,9,5,64,2,49681.33,6
104190,U,24.0,9,5,69,2,30677.45,6
104328,M,36.5,9,8,106,3,125732.44,6
104643,M,64.0,8,11,143,3,100801.42,5
104781,M,39.5,4,10,121,2,28228.64,1
104884,M,83.0,8,28,346,3,182794.47,5
104972,M,54.0,8,15,183,2,45897.02,5
105007,F,35.0,6,9,118,2,34897.47,3
105026,F,62.5,9,15,180,2,56041.6,6
105357,F,82.0,6,23,283,2,448385.03,3
105360,U,56.5,5,5,65,2,49990.47,2
105623,U,36.0,9,10,121,2,25662.19,6
106102,U,61.0,3,5,70,2,41637.32,0
106137,F,51.0,6,8,103,2,57980.78,3
106457,M,91.0,9,9,119,2,289064.42,6
106501,F,53.5,6,30,371,2,253179.08,3
108335,U,25.0,9,4,58,2,29973.03,6
